직업코드,직업 대분류명,직업 중분류명,직업 소분류명,하는일,되는길,관련 전공 코드,관련 전공명,관련자격증명,임금,직업만족도,일자리전망,일자리현황,업무수행능력,지식,업무환경,성격,흥미,직업 가치관,업무활동 중요도,업무활동 수준
250301,교육·법률·사회복지·경찰·소방직 및 군인,군인,부사관,"육·해·공군의 부사관은 최일선 초급간부로서 장교의 명령을 받아 병사를 구체적으로 감독, 지시 및 통제하는 기능적 역할을 수행한다.","육군부사관이 되기 위해서는 4가지 방법이 있다. 첫째, 현역병으로 복무중인 상병, 병장이 부사관으로 지원하여 선발되는 경우, 둘째, 병역의무를 마치지 않은 만 18세 이상 27세 이하의 고등학교 졸업이상의 학력을 갖춘 자가 부사관에 지원하여 선발되는 경우, 셋째, 병역의무를 마친 임관일 기준 30세 이하의 고등학교 졸업이상의 학력을 갖춘 자가 부사관에 지원하여 선발되는 경우, 마지막으로 전문대 장학생으로 지원하는 방법이 있다. 신규 부사관에 지원하려면 임관일 기준으로 만 18세 이상부터 만 27세 미만까지 지원가능하며, 고등학교 이상의 학력을 소지해야 한다. 현역에 복무중인 사람이 지원 할 경우에는 응시연령의 상한이 1~2세 연장된다. 신체조건은 159cm 이상에서 196Cm 이하로 교정시력 양안 모두 0.6이상이어야 하며 병과에 따라 차이가 있으나 신체등급이 3급 이상이어야 한다. 부사관으로 임용되기 위해서는 필기시험과 인성검사 그리고 신체검사와 체력평가 및 면접 등의 과정을 거쳐야 한다. 해군부사관이 되기 위해서는 3가지 방법이 있다. 첫째, 임관일 기준 18세~27세의 고졸이상의 민간인 학력소지자가 지원을 하는 경우, 둘째, 해군 현역으로 근무하다가 부대장의 추천을 받고 부사관에 지원하는 경우, 마지막으로 전문/기능 대학교의 1,2학년 재학생이 지원하는 경우가 있다. 해군부사관으로 모집되는 병과로는 기술/행정 계열(갑판, 조타, 전탐, 재무, 정보통신 등), 항공계열(항공조작/통제/기관/기체), 기타계열(의무/조리/운전/UDT/SSU 등) 등으로 다양하며 8주의 교육을 이수한 후에 부사관으로 근무하게 된다. 공군부사관이 되기 위해서는 4가지 방법이 있다. 첫째, 항공과학고등학교에서 항공기술 관련 교육을 받고 졸업한 뒤 기술직 부사관으로 근무하거나, 둘째, 고등학교를 졸업한 자가 공군부사관 모집에 지원하여 선발되는 방법이 있으며, 셋째, 공군 현역으로 근무하다가 부사관에 지원하는 방법이 있으며, 마지막으로 항공대/한서대/교통대학교 등의 특정학과 재학생이 부사관으로 지원하는 방법이 있다. 부사관으로 임용되기 위해서는 필기시험, 신체검사 그리고 면접 등을 거쳐야 한다.",,,,"조사년도:2021년, 임금 하위(25%) 2700만원, 평균(50%) 3108만원, 상위(25%) 4000만원",70.8,증가(26%) 현상유지(36%) 감소(36%),부사관,가르치기(99)/인적자원 관리(99)/시간 관리(98)/조직체계의 분석 및 평가(98)/신체적 강인성(98),교육 및 훈련(97)/안전과 보안(93)/지리(88)/상담(83)/통신(80),다른 사람들을 조율하거나 이끌기(95)/갈등 상황(94)/매우 춥거나 더운 기온(94)/다른 사람과의 상호작용(93)/결과에 대한 책임(92),리더십(79)/인내(70)/스트레스 감내성(61)/성취/노력(58)/자기통제(57),관습형(Conventional)(73)/진취형(Enterprising)(68),애국(100)/이타(98)/고용안정(97)/성취(91)/인정(87),"사람들을 훈련, 교육(99)/부하 직원들에게 업무 안내, 지시, 동기부여(94)/사람들을 배려, 돌봄(93)/상사, 동료, 부하직원과 소통(92)/팀 구성, 협업 촉진(87)","사람들을 훈련, 교육(97)/부하 직원들에게 업무 안내, 지시, 동기부여(94)/사람들을 배려, 돌봄(90)/사람들의 능력 개발, 지도(83)/일반적인 신체활동(82)"
303002,보건·의료직,약사 및 한약사,한약사,"한약의 조제, 제조, 유통부터 품질관리, 연구개발 업무를 수행한다.","한약사가 되기 위해서는 대학의 한약학과를 졸업하고 한약사 국가면허시험에 합격하여야 한다. 2017년 현재 국내에 한약학과가 개설된 곳은 3곳(경희대, 원광대, 우석대)이다. 약학과는 6년제(2+4년 체제) 학제이지만 한약학과는 4년으로 교육과정이 편성되어 있다. 한방병리학, 한방생리학, 한방약학제학, 한약약리학, 한약한문 등을 배운다. 한국보건의료인국가시험원에서 연 1회 시행하고 있는 한약사국가면허시험에 합격한 후 약국이나 한방병원 등에서 한약사로 활동할 수 있다. 2017년 시행된 한약사 면허시험에서 121명이 응시하여 96명(합격률 79.3%)이 합격하였다    ",5/,약학과/,한약사(국가전문)/,"조사년도:2021년, 임금 하위(25%) 4248만원, 평균(50%) 5000만원, 상위(25%) 6009만원",67.8,증가(13%) 현상유지(50%) 감소(37%),한약사,서비스 지향(83)/읽고 이해하기(83)/듣고 이해하기(76)/논리적 분석(73)/글쓰기(73),의료(100)/생물(97)/식품생산(97)/상담(97)/인사(93),의사결정 가능성(98)/의사결정 권한(93)/건강 및 안전에 대한 책임(92)/주말 및 공휴일 근무(86)/사람들과 직접 접촉(83),자기통제(94)/신뢰성(89)/책임과 진취성(86)/정직성(83)/스트레스 감내성(83),사회형(Social)(94)/관습형(Conventional)(43),심신의 안녕(96)/고용안정(93)/타인에 대한 영향(92)/지적 추구(91)/경제적 보상(88),"사람들을 배려, 돌봄(93)/사람들에게 영향력 행사(81)/업무상 사람들을 직접 응대(80)/자원 관리(79)/조직 외부인과 소통(72)","사람들을 배려, 돌봄(94)/사람들에게 영향력 행사(82)/자원 관리(80)/업무상 사람들을 직접 응대(76)/정보 작성, 기록(75)"
304003,보건·의료직,간호사,보건교사,초등학교 및 중·고등학교에서 학생들의 건강에 관한 계획을 수립하고 학교의 보건활동을 수행한다.,"보건교사가 되기 위해서는 간호학사를 취득하고 각 시·도 교육청에서 실시하는 보건교사 임용시험에 합격해야 한다. 보건교사가 되기 위한 시험에 응시하기 위해서는 교육학과 간호학을 둘다 공부해야 한다. 자격요건으로는 첫째, 전문대 혹은 4년제 대학의 간호학과를 졸업하고 간호사 국가면허가 있어야 하며 둘째, 간호학과 재학 중에 교직을 이후 해야 하며 셋째, 한국사 능력 검정인증(3급)을 받아야 한다.
보건교사는 교육공무원으로 연금을 받을 수 있다. 또한 보건실이라는 독립된 공간에서 건강한 학생들을 대상으로 근무하기 때문에 스트레스가 적어 보건교사에 대한 선호도는 높은 편이다.",4/,간호학과/,간호사(국가전문)/보건교사 2급(국가전문)/,"조사년도:2021년, 임금 하위(25%) 3400만원, 평균(50%) 4000만원, 상위(25%) 4662만원",77.9,증가(26%) 현상유지(36%) 감소(36%),보건교사,사람 파악(94)/학습전략(92)/가르치기(88)/말하기(87)/서비스 지향(85),의료(100)/생물(100)/상담(99)/교육 및 훈련(99)/심리(98),"질병 혹은 감염 위험 노출(100)/건강 및 안전에 대한 책임(100)/공문, 문서 주고받기(90)/다른 사람과의 접촉(89)/의사결정 권한(87)",타인에 대한 배려(92)/독립성(90)/신뢰성(84)/리더십(83)/적응성/융통성(78),사회형(Social)(99)/탐구형(Investigative)(76),고용안정(96)/인정(95)/이타(93)/타인에 대한 영향(93)/애국(91),"사람들을 배려, 돌봄(98)/사람들에게 조언, 상담(81)/사람들을 훈련, 교육(81)/사물, 서비스, 사람의 질 판단(76)/행정, 관리 업무(72)","사람들을 배려, 돌봄(98)/사물, 서비스, 사람의 질 판단(83)/행정, 관리 업무(79)/사람들을 훈련, 교육(79)/의사 결정, 문제점 해결(76)"
304004,보건·의료직,간호사,간호사,"의사의 진료를 돕고 의사의 처방이나 규정된 간호기술에 따라 치료를 행하며, 의사부재 시에는 비상조치를 취하기도 하며, 환자의 상태를 점검, 기록하고 환자나 가족들에게 치료, 질병예방에 대한 설명을 해준다.","간호사가 되려면 정규대학 간호학과(4년제)나 간호전문대학(3년제)의 간호학과를 졸업하고 간호사 국가시험을 통해 간호사 면허증을 취득해야 한다. 간호사 면허 취득 후 국공립병원, 사립병원, 결핵요양소, 정신병원 등의 전문병원에서 임상간호를 하거나 보건소 등에서 보건기술직 공무원으로 근무하거나 기업체·학교·사업장 등의 의무실에서 종업원의 건강증진을 위한 산업간호사로 근무하게 된다. 전문대학에서 간호학을 전공하여도 간호사 학사학위특별과정(RN-BSN)으로 편입하거나 학점인정제를 이용하면 학사학위를 취득할 수 있다. 간호사 면허를 취득하고 1년간 조산 실습과정을 거친 후 조산사 국가면허시험에 합격하면 조산사가 될 수 있다.",4/,간호학과/,"간호사(국가전문), 전문간호사/","조사년도:2021년, 임금 하위(25%) 3154만원, 평균(50%) 3664.8만원, 상위(25%) 4000만원",76.3,증가(60%) 현상유지(33%) 감소(7%),간호사,서비스 지향(92)/청력(85)/기억력(85)/사람 파악(85)/학습전략(85),의료(100)/생물(95)/상담(89)/심리(78)/철학과 신학(73),"질병 혹은 감염 위험 노출(100)/다른 사람과 신체적 접촉(96)/경미한 화상, 자상, 찔림 등 노출(92)/불쾌하거나 무례한 사람 상대(90)/사람들과 직접 접촉(88)",타인에 대한 배려(83)/정직성(79)/책임과 진취성(79)/사회성(76)/자기통제(74),사회형(Social)(96)/현실형(Realistic)(66),이타(93)/애국(82)/타인에 대한 영향(76)/다양성(72)/고용안정(72),"사람들을 배려, 돌봄(97)/사물, 서비스, 사람의 질 판단(78)/사람들에게 영향력 행사(76)/부하 직원들에게 업무 안내, 지시, 동기부여(72)/일반적인 신체활동(70)","사람들을 배려, 돌봄(98)/절차, 자료, 주변환경 관찰(79)/사람들에게 영향력 행사(72)/사람들을 훈련, 교육(68)/일반적인 신체활동(62)"
306904,보건·의료직,의료기사·치료사·재활사,예술치료사,"사회적, 심리적, 정서적 문제를 안고 있는 내담자들에게 예술활동을 통해서 갈등문제를 분석, 진단하고 치료한다.","심리치료를 예술활동을 통해 한다는 점에서 예술과 심리 두 영역에 대한 전문지식이 필수다. 음악이나 미술 등 예술활동과 관련된 공부를 하고, 심리치료에 대한 자격증을 취득하고 진출한다. 치료대상자인 아동이나 청소년, 성인 등에 대한 깊은 이해가 필요하며 심리적으로 문제가 있는 부분을 파악하고 치료계획을 세울 수 있어야 한다. 침착한 태도와 원만한 대인관계능력, 인내심, 포용력, 개방성, 창의성 등을 갖춰야 한다.",10/14/,사회복지학과/심리학과/,"미술치료사자격증, 자격치료사자격증, 음악치료사자격증/","조사년도:2021년, 임금 하위(25%) 2500만원, 평균(50%) 2900.8만원, 상위(25%) 3300만원",73.8,증가(67%) 현상유지(33%) 감소(0%),예술치료사,사람 파악(94)/가르치기(93)/설득(91)/행동조정(90)/말하기(86),예술(99)/철학과 신학(99)/상담(97)/심리(95)/사회와 인류(93),사람들과 직접 접촉(85)/외부 고객 대하기(81)/앉아서 근무(77)/다른 사람과 신체적 접촉(72)/실내 근무(72),타인에 대한 배려(61)/적응성/융통성(54)/혁신(37)/분석적 사고(28)/사회성(26),사회형(Social)(92)/예술형(Artistic)(90),타인에 대한 영향(96)/이타(94)/인정(88)/개인지향(87)/자율(86),"사람들을 배려, 돌봄(99)/사람들에게 영향력 행사(93)/사물, 서비스, 사람의 질 판단(92)/의사 결정, 문제점 해결(90)/사물, 행동, 사건 파악(85)","사람들을 배려, 돌봄(97)/사물, 서비스, 사람의 질 판단(90)/협상, 갈등 해결(86)/사람들에게 영향력 행사(85)/업무상 사람들을 직접 응대(84)"
306902,보건·의료직,의료기사·치료사·재활사,청능치료사,"청각손실로 인한 의사소통의 어려움과 대인관계, 심리사회적, 교육적 및 직업적 기능에 미치는 부정적인 영향을 최소화하거나 예방하기 위하여 청각능력을 평가하거나, 보청기·인공와우 적합 여부 판단, 청능재활 업무를 수행한다.","청능치료사가 되기 위해서 반드시 이수해야 할 전공은 없으나 언어치료청각학과를 전공하면 청능사가 될 수 있다. 이와 관련한 국가자격은 없다. 단, 민간자격으로 청각사와 청능사가 있고, 반드시 취득해야 하는 자격증은 아니지만 취득하면 취업에 유리할 수 있다.",12/13/11/3/,물리치료학과/작업치료학과/재활학과/특수교육학과/,청능사/,"조사년도:2021년, 임금 하위(25%) 2901만원, 평균(50%) 3400만원, 상위(25%) 4000만원",74.1,증가(67%) 현상유지(30%) 감소(3%),청능치료사,청력(99)/듣고 이해하기(89)/사람 파악(68)/정교한 동작(65)/서비스 지향(62),상담(99)/의료(99)/심리(92)/고객서비스(87)/영업과 마케팅(84),"반복적인 신체행동, 정신적 활동(96)/외부 고객 대하기(93)/다른 사람과의 접촉(93)/사람들과 직접 접촉(92)/다른 사람과 신체적 접촉(90)",정직성(72)/타인에 대한 배려(72)/인내(70)/성취/노력(69)/분석적 사고(61),사회형(Social)(97)/진취형(Enterprising)(70),심신의 안녕(94)/이타(91)/타인에 대한 영향(83)/인정(80)/신체활동(77),"사람들을 배려, 돌봄(94)/사람들에게 영향력 행사(89)/업무상 사람들을 직접 응대(84)/의사 결정, 문제점 해결(75)/기준에 따른 정보 평가(75)","사람들을 배려, 돌봄(96)/사람들에게 영향력 행사(90)/업무상 사람들을 직접 응대(88)/절차, 자료, 주변환경 관찰(74)/기준에 따른 정보 평가(73)"
306401,보건·의료직,의료기사·치료사·재활사,치과위생사,"치과내원자를 대상으로 예방처치업무를 수행하고, 효율적인 치과진료를 위해 치과의사의 진료에 협조한다.","치과위생사가 되기 위해서는 4년제 대학교와 전문대학교에서 치과위생학과를 졸업한 후 치위생사 국가면허시험에 합격해야 한다. 치과위생학을 배울 수 있는 곳은 2016년 기준 4년제 대학교에 29개교가 있고 전문대학교에 54개교가 있다. 치과위생학과에서는 치아형태학, 두경해부학,  보건윤리, 치과 임상학, 임상치위생학 및 실습 등에 대해 배운다.
한국보건의료인 국가시험원에 의하면 2016년 12월에 시행한 치과위생사 면허시험에 5,305명이 응시하여 4,603명(86.8%)가 합격하였다.  ",21/6/,보건행정학과/치위생학과/,치과위생사(국가전문)/,"조사년도:2021년, 임금 하위(25%) 2800만원, 평균(50%) 3043.768만원, 상위(25%) 3326만원",74.4,증가(73%) 현상유지(23%) 감소(3%),치과위생사,시력(98)/정교한 동작(94)/선택적 집중력(92)/설득(83)/말하기(80),의료(100)/고객서비스(86)/상담(78)/생물(66)/심리(61),질병 혹은 감염 위험 노출(100)/다른 사람과 신체적 접촉(100)/몸을 구부리거나 비틀기(99)/보호장비 착용(97)/사람들과 직접 접촉(92),타인에 대한 배려(88)/꼼꼼함(81)/사회성(69)/독립성(61)/스트레스 감내성(58),사회형(Social)(93)/현실형(Realistic)(89),이타(90)/경제적 보상(88)/타인에 대한 영향(86)/심신의 안녕(82)/고용안정(81),"사람들을 배려, 돌봄(99)/업무상 사람들을 직접 응대(97)/상사, 동료, 부하직원과 소통(96)/사물, 행동, 사건 파악(85)/행정, 관리 업무(84)","사람들을 배려, 돌봄(95)/업무상 사람들을 직접 응대(91)/상사, 동료, 부하직원과 소통(88)/사물, 행동, 사건 파악(83)/사물, 서비스, 사람의 질 판단(80)"
306301,보건·의료직,의료기사·치료사·재활사,치과기공사,"치과의사의 의뢰에 따라 구강조직의 저작기능(음식을 입에 넣고 씹는 기능) 및 외관을 개선하기 위한 치과기공물, 충전물 등을 제작, 가공, 수리한다.","치과기공사가 되기 위해서는 4년제 대학교 혹은 전문대학의 치기공학과를 졸업하고 치과기공사 면허시험에 합격하여야 한다. 대한치과기공사협회에 의하면 2017년 기준으로 치과기공학과가 개설된 대학은 전국에 19개교가 있다. 치기공학과에서는 다양한 치기공학, 치과교정기공학 및 실습, 임상실습 등에 대해 배운다. 최근에는 3D 프린팅이 보철물제작에 이용되면서 3D 프린팅을 위한 모델링도 교육과정에 포함되는 추세이다.
보건의료인국가시험원의 통계에 의하면 2016년 12월에 시행된 치과기공사 면허시험에서 1,221명이 응시하여 1,001명(82.0%)가 합격하였다. ",15/,치기공학과/,치과기공사(국가전문)/,"조사년도:2021년, 임금 하위(25%) 3350만원, 평균(50%) 3764.8만원, 상위(25%) 4326만원",72.9,증가(73%) 현상유지(17%) 감소(10%),치과기공사,정교한 동작(98)/장비 선정(92)/선택적 집중력(91)/고장의 발견.수리(85)/시력(85),상품 제조 및 공정(97)/화학(88)/디자인(88)/의료(87)/공학과 기술(84),"장비 속도에 보조 맞추기(97)/위험한 장비 노출(94)/온몸 진동 노출(90)/경미한 화상, 자상, 찔림 등 노출(88)/소음 노출(87)",꼼꼼함(49)/혁신(46)/독립성(35)/분석적 사고(28)/리더십(21),현실형(Realistic)(88)/탐구형(Investigative)(82),이타(88)/타인에 대한 영향(84)/심신의 안녕(74)/고용안정(69)/개인지향(68),"절차, 자료, 주변환경 관찰(86)/정보 수집(86)/업무 계획, 우선순위 결정(86)/정보 작성, 기록(81)/사물, 행동, 사건 파악(78)","사물, 행동, 사건 파악(90)/절차, 자료, 주변환경 관찰(90)/정보 수집(85)/업무 계획, 우선순위 결정(84)/새로운 지식의 습득, 활용(83)"
307601,보건·의료직,보건·의료 종사자,안마사,혈액순환을 원활히 하고 신경을 진정 또는 자극하여 위축된 근육의 신장 및 기타 요법적 효과를 증진하기 위하여 안마한다.,"안마사가 되기 위해서는 안마사 자격을 취득해야 한다. 우리나라에서는 맹인만이 안마사 자격을 받을 수 있다. 자격증 취득을 위해서는 국가가 지정하는 맹학교 및 맹인수련원 등의 의료재활학과와 같이 안마 수련을 받을 수 있는 곳에서 2년간 교육을 받아야 한다. 안마교육을 받을 수 있는곳은 전국적으로 약 13개 정도이다. 안마수련 과정 중에는 해부생리, 한방, 보건, 안마실습 등에 대해 배운다. ",,,안마사/안마사(국가전문)/,"조사년도:2021년, 임금 하위(25%) 2391만원, 평균(50%) 2800만원, 상위(25%) 3626만원",59,증가(43%) 현상유지(40%) 감소(17%),안마사,유연성 및 균형(95)/서비스 지향(93)/신체적 강인성(91)/정교한 동작(88)/사람 파악(86),의료(82)/고객서비스(74)/심리(68)/상담(62)/생물(51),다른 사람과 신체적 접촉(100)/규칙적인 근무(92)/극단적으로 밝거나 부적절한 조명(77)/주말 및 공휴일 근무(74)/실내 근무(72),타인에 대한 배려(86)/인내(70)/스트레스 감내성(68)/신뢰성(58)/자기통제(54),사회형(Social)(81)/진취형(Enterprising)(32),개인지향(88)/이타(82)/자율(70)/심신의 안녕(60)/고용안정(54),"사람들을 배려, 돌봄(98)/사물, 서비스, 사람의 질 판단(98)/업무상 사람들을 직접 응대(97)/일반적인 신체활동(95)/대인관계 유지(88)","사람들을 배려, 돌봄(98)/사물, 서비스, 사람의 질 판단(93)/업무상 사람들을 직접 응대(91)/일반적인 신체활동(90)/대인관계 유지(86)"
307501,보건·의료직,보건·의료 종사자,간호조무사,각종 의료기관에서 환자의 간호 및 진료에 관련된 보조업무를 수행한다.,간호조무사가 되기 위해서는 간호조무사 자격증을 취득해야 한다. 자격증을 취득하려면 고졸 이상의 학력으로 간호조무사 양성기관에서 1년 동안 공부하거나 전문계 고등학교의 간호 관련 학과를 졸업하고 실습과정을 거친 후 간호조무사 자격시험을 치러야 한다. 합격한 후에는 각 시·도에서 자격증을 발급받아 간호조무사로 활동할 수 있으며 간호조무사가 된 이후에도 주기적으로 보수 교육을 받아야 한다.,21/,보건행정학과/,간호조무사/간호조무사(국가전문)/,"조사년도:2021년, 임금 하위(25%) 2383만원, 평균(50%) 2590만원, 상위(25%) 2901만원",64,증가(71%) 현상유지(26%) 감소(3%),간호조무사,서비스 지향(92)/청력(91)/사람 파악(81)/시력(77)/행동조정(72),의료(100)/생물(84)/고객서비스(79)/심리(71)/의사소통과 미디어(61),"질병 혹은 감염 위험 노출(100)/반복적인 신체행동, 정신적 활동(95)/다른 사람과 신체적 접촉(95)/불쾌하거나 무례한 사람 상대(93)/외부 고객 대하기(91)",정직성(90)/사회성(85)/스트레스 감내성(83)/타인에 대한 배려(79)/적응성/융통성(78),사회형(Social)(88)/현실형(Realistic)(69),이타(81)/애국(62)/지적 추구(59)/경제적 보상(54)/인정(53),"사람들을 배려, 돌봄(90)/대인관계 유지(62)/절차, 자료, 주변환경 관찰(59)/업무상 사람들을 직접 응대(56)/사람들에게 영향력 행사(54)","사람들을 배려, 돌봄(73)/절차, 자료, 주변환경 관찰(57)/장비, 건축물, 자재 검사(48)/컴퓨터 업무(46)/업무상 사람들을 직접 응대(42)"
307401,보건·의료직,보건·의료 종사자,보건의료정보관리사,"보건 의료기관 이용자의 건강 및 질병에 관련된 자료를 수집, 분석, 관리한다.","의무기록사가 되기 위해서는 의무기록 관련 학과를 졸업하고 의무기록사 국가면허시험에 합격해야 한다. 의무기록 관련 학과에서는 의무기록관리, 질병 및 수술 분류, 의학용어 및 해부학, 임상지식, 전산실기, 건강보험 청구 및 심사, 의료의 질 관리, 병원 및 보건 통계, 의료관계법, 개인정보보호법, 병원 경영과 조직 등에 대해 공부한다.
",7/21/,보건관리학과/보건행정학과/,보건의료정보관리사(국가전문)/의무기록사(국가전문)/,"조사년도:2021년, 임금 하위(25%) 3031만원, 평균(50%) 3561.2만원, 상위(25%) 3857만원",70,증가(56%) 현상유지(23%) 감소(20%),보건의료정보관리사,전산(95)/글쓰기(82)/읽고 이해하기(68)/듣고 이해하기(65)/수리력(59),의료(99)/사무(97)/컴퓨터와 전자공학(86)/산수와 수학(76)/상담(64),"자동화 정도(97)/반복적인 신체행동, 정신적 활동(93)/마감시간(93)/앉아서 근무(83)/이미지/평판/재정에 미치는 영향력(82)",분석적 사고(65)/타인에 대한 배려(61)/정직성(55)/협조(50)/책임과 진취성(48),관습형(Conventional)(93)/탐구형(Investigative)(71),신체활동(86)/고용안정(66)/심신의 안녕(49)/지적 추구(49)/인정(48),"정보 작성, 기록(94)/행정, 관리 업무(93)/정보 수집(91)/컴퓨터 업무(89)/정보, 자료 분석(80)","정보 작성, 기록(94)/행정, 관리 업무(93)/컴퓨터 업무(85)/정보 수집(85)/정보, 자료 분석(84)"
411301,예술·디자인·방송·스포츠직,작가·통번역가,출판물기획자,요구에 맞는 주제와 내용에 따라 출판물을 기획하거나 편집 방향을 세우고 출판물에 수록될 원고를 조정한다.,"출판물전문가가 되기 위해 반드시 관련 학과를 전공해야 하는 것은 아니다. 일반적으로는 국문학과 및 어문계열 전공자들이 진출하는 편이다. 책이 출간되는 전반적인 과정에 대한 이해가 필요하기 때문에 출판사에 입사해 어느 정도 관련 업무를 담당하며 일정기간 경력을 쌓는 것이 중요하다. 비전공자나 출판 관련 경력이 없는 사람의 경우 관련 협회의 아카데미나 문화센터의 프로그램 등을 통해 출판 기획 및 편집에 관한 교육을 받으면 취업하는 데 좀 더 유리할 수 있다. 마케팅 능력과 기획력을 갖추는 것이 중요하기 때문에 경영, 마케팅, 광고 등의 관련 지식을 쌓아 두어야 한다. 책의 편집과 디자인에도 관여하기 때문에 출판그래픽 관련 프로그램을 사용할 수 있거나 워드프로세서를 비롯한 컴퓨터 관련 자격증을 가지고 있으면 업무에 도움이 된다. 외국의 선례를 찾아야 하는 업무도 많은 편이어서 영어 등 외국어 능력도 중요하게 요구된다. 출판 관련 회사의 경우 필요한 인력이 발생하면, 홈페이지나 구직사이트 등을 통해 공고를 내며 상시 채용시스템을 운영하기도 한다. 채용은 보통 서류전형과 면접을 통해 이루어진다. 주로 출판사, 출판기획 전문회사, 잡지사 등에서 활동하며, 기획업무를 수행할 수 있는 기업체 홍보실이나 광고대행사, 방송국 등에도 진출할 수 있다. 출판사에 신입으로 입사한 경우 자료 조사부터 시작해서 출판 편집 업무, 홍보 및 마케팅 업무 등을 먼저 경험하며 일정기간 이상의 경력을 쌓은 후 출판기획의 일을 맡을 수 있다. 출판기획에 대한 경력이 쌓이면 독자적으로 창업이 가능하다. 출판물기획자는 출판 환경에 대한 이해와 책에 대한 애정, 무엇보다 출판물 제작과정에 대한 이해가 필요하며, 다양한 책을 보고 직접 많은 책을 기획해 보는 등 다양한 경험을 쌓는 것이 중요하다. 독창성, 창의력이 필요하며, 꼼꼼하고 섬세한 성격이 요구된다. 출판물의 표지뿐만 아니라 편집 등에 대한 감각을 키워야 하므로 많은 경험을 하는 것이 중요하다. 인쇄 및 배포 일정에 맞춰 작업이 급하게 진행되는 경우도 있으므로 시간관리 능력이 중요하다.",5/1/2/3/15/7/15/6/16/10/2/9/17/17/4/3/,광고·홍보학과/교육학과/국어·국문학과/문예창작과/문화·민속·미술사학과/사회교육과/사회학과/언어교육과/역사·고고학과/예체능교육과/유아교육학과/자연계교육과/정보미디어학과/종교학과/초등교육학과/특수교육학과/,전자출판기능사(국가기술)/,"조사년도:2021년, 임금 하위(25%) 2909만원, 평균(50%) 3968.4만원, 상위(25%) 4973만원",63.8,증가(3%) 현상유지(30%) 감소(67%),출판물기획자,글쓰기(99)/재정 관리(95)/공간지각력(94)/범주화(94)/가르치기(94),국어(100)/역사(98)/디자인(97)/철학과 신학(94)/의사소통과 미디어(92),재택근무(89)/앉아서 근무(88)/이메일 이용하기(87)/의사결정 권한(79)/다른 사람들을 조율하거나 이끌기(74),협조(79)/혁신(69)/꼼꼼함(64)/리더십(57)/분석적 사고(55),예술형(Artistic)(58)/관습형(Conventional)(57),자율(93)/심신의 안녕(93)/고용안정(93)/개인지향(92)/신체활동(91),"상사, 동료, 부하직원과 소통(96)/조직 외부인과 소통(95)/정보 수집(92)/인사 업무(91)/사람들을 훈련, 교육(91)","상사, 동료, 부하직원과 소통(96)/정보 수집(94)/인사 업무(92)/사람들에게 영향력 행사(91)/자원 관리(91)"
413202,예술·디자인·방송·스포츠직,학예사·사서·기록물관리사,기록물관리사,"영구기록물이나 역사적 가치가 있는 기록물을 평가하고 편집하며, 기록물에 기초한 조사활동에 참여하고 기록물과 기록 자료의 안전한 보존을 감독한다.","기록물관리사가 되기 위해서는 기록물관리학, 역사학, 문헌정보학 등을 전공해야 한다. 기록물관리 전문인력 양성과 지원을 위한 ‘공공기관의 기록물관리에 관한 법률’ 시행으로 공공기관의 기록물관리사로 활동하기 위해서는 기록물관리학석사학위 이상, 혹은 역사학 또는 문헌정보학의 경우 학사학위 이상을 취득하고 행정자치부령으로 정하는 기록물관리학 교육과정을 이수해야 한다. 기록물관리사는 공공기관, 기업 및 연구소 등에 진출하며, 기록물관리사 혹은 행정업무 중 기록물관리를 담당하는 업무로 채용된다. 국공립 기관에서 근무하는 사서 및 기록물관리사는 공무원이므로 공무원의 승진 체계를 따른다. 이들 중에는 전문성을 강화시키기 위해 대학원에 진학하는 사람도 점차 늘어나고 있다. 기록물관리사는 각종 전자 자료를 포함한 기록물들을 체계적으로 관리하는 전문성과 객관적 판단 능력이 필요하다. 특히 공공기록 관리업무를 하는 경우 업무 중 접한 관련 정보를 누설하지 않는 도덕성과 정직성, 일에 대한 자부심도 필요하다.",13/15/16/19/,문헌정보학과/문화·민속·미술사학과/역사·고고학과/철학·윤리학과/,기록물관리전문요원(국가전문)/,"조사년도:2021년, 임금 하위(25%) 3300만원, 평균(50%) 3626만원, 상위(25%) 3833만원",73.1,증가(64%) 현상유지(28%) 감소(8%),기록물관리사,재정 관리(100)/물적자원 관리(100)/신체적 강인성(100)/범주화(99)/움직임 통제(99),역사(100)/사무(97)/철학과 신학(87)/국어(84)/법(82),"공문, 문서 주고받기(87)/이메일 이용하기(86)/앉아서 근무(86)/균형을 유지하기(83)/전화 대화하기(82)",사회성(79)/정직성(75)/협조(74)/꼼꼼함(71)/신뢰성(61),관습형(Conventional)(93)/사회형(Social)(47),애국(92)/인정(82)/지적 추구(79)/고용안정(79)/타인에 대한 영향(66),"기준에 따른 정보 평가(99)/정보의 의미 해석(98)/정보 작성, 기록(97)/정보 처리(97)/정보, 자료 분석(96)","기준에 따른 정보 평가(96)/정보의 의미 해석(96)/정보, 자료 분석(95)/정보 처리(95)/정보 수집(94)"
